Aguilar-Whitehead,2021,60+,1
Aguilar-Wilkerson,2021,46-60,1
Aguirre Bradshaw and Lewis,2020,60+,1
Aguirre Callahan and Livingston,2022,12-17,1
Aguirre Crawford and Buckley,2021,60+,1
Aguirre Day and Cantrell,2020,18-25,1
Aguirre Fisher and Knapp,2022,36-45,1
Aguirre Gibson and Mcdowell,2021,60+,1
Aguirre Gillespie and Odom,2022,60+,1
Aguirre Good and Bishop,2022,60+,1
Aguirre Group,2020,60+,2
Aguirre Group,2021,60+,2
Aguirre Group,2022,60+,1
Aguirre Hickman and Mullins,2021,46-60,1
Aguirre Inc,2020,60+,2
Aguirre Inc,2021,60+,3
Aguirre Inc,2022,60+,1
Aguirre Keller and Noble,2020,60+,1
Aguirre LLC,2021,12-17,1
Aguirre Lee and Gentry,2022,36-45,1
Aguirre Lowery and Dudley,2020,46-60,1
Aguirre Ltd,2020,46-60,2
Aguirre Ltd,2022,60+,2
Aguirre Luna and Briggs,2020,36-45,1
Aguirre Lutz and Valentine,2020,60+,1
Aguirre Malone and Merritt,2020,46-60,1
Aguirre May and Heath,2020,60+,1
Aguirre Mcbride and Nixon,2022,60+,1
Aguirre Neal and Norris,2020,26-35,1
Aguirre Norris and Erickson,2021,46-60,1
Aguirre PLC,2020,60+,2
Aguirre PLC,2021,46-60,2
Aguirre PLC,2022,26-35,1
Aguirre Perkins and Hines,2022,36-45,1
Aguirre Reed and Blankenship,2020,60+,1
Aguirre Robinson and Ayers,2021,60+,1
Aguirre Schmidt and English,2021,26-35,1
Aguirre Schroeder and Stuart,2020,60+,1
Aguirre Sharp and Silva,2021,46-60,1
Aguirre Vang and Saunders,2020,46-60,1
Aguirre Williamson and Browning,2020,60+,1
Aguirre Wu and Mayer,2022,18-25,1
Aguirre and Sons,2020,36-45,1
Aguirre and Sons,2021,36-45,1
Aguirre-Archer,2021,60+,1
Aguirre-Burnett,2020,46-60,1
Aguirre-Charles,2022,60+,1
Aguirre-Escobar,2021,60+,1
Aguirre-Gonzalez,2020,36-45,1
Aguirre-Gross,2021,36-45,1
Aguirre-Guerra,2022,26-35,1
Aguirre-Herman,2020,12-17,1
Aguirre-Horton,2020,60+,1
Aguirre-Huff,2020,60+,1
Aguirre-Jacobson,2022,36-45,1
Aguirre-Kane,2021,36-45,1
Aguirre-Li,2022,60+,1
Aguirre-Mcfarland,2020,46-60,1
Aguirre-Murillo,2020,26-35,1
Aguirre-Perkins,2020,60+,1
Aguirre-Richards,2020,26-35,1
Aguirre-Rosario,2020,36-45,1
Aguirre-Ruiz,2021,60+,1
Aguirre-Silva,2021,60+,1
Aguirre-Soto,2020,60+,2
Aguirre-Summers,2020,60+,1
Aguirre-Tate,2020,60+,1
Aguirre-Thompson,2022,60+,1
Alexander Acosta and Velazquez,2022,18-25,1
Alexander Barber and Mcdowell,2021,46-60,1
Alexander Barnett and Watson,2020,36-45,1
Alexander Baxter and Hawkins,2021,60+,1
Alexander Baxter and Jacobs,2021,60+,1
Alexander Benton and Heath,2020,60+,1
Alexander Bradley and Boyd,2022,60+,1
Alexander Castro and Mayer,2021,18-25,1
Alexander Costa and Carey,2020,60+,1
Alexander Cruz and Moon,2020,46-60,1
Alexander Fowler and Arnold,2021,60+,1
Alexander Group,2020,46-60,2
Alexander Group,2022,12-17,1
Alexander Hansen and Gilbert,2021,60+,1
Alexander Hoffman and Wilson,2021,26-35,1
Alexander Hood and Serrano,2020,60+,1
Alexander Huber and Underwood,2020,46-60,1
Alexander Hurst and Mcmahon,2022,60+,1
Alexander Inc,2020,60+,2
Alexander Inc,2021,60+,2
Alexander Inc,2022,46-60,1
Alexander Jacobson and Reilly,2022,60+,1
Alexander Jenkins and Carpenter,2020,60+,1
Alexander Joyce and Haney,2020,26-35,1
Alexander Joyce and Nielsen,2022,60+,1
Alexander Kaiser and Khan,2021,46-60,1
Alexander Kennedy and Walker,2020,36-45,1
Alexander LLC,2020,12-17,1
Alexander LLC,2021,36-45,1
Alexander LLC,2022,36-45,2
Alexander Leonard and Estrada,2021,12-17,1
Alexander Ltd,2020,60+,1
Alexander Ltd,2022,26-35,1
Alexander Mack and Rivera,2021,60+,1
Alexander Melton and Winters,2021,18-25,1
Alexander Murray and Golden,2021,60+,1
Alexander Nielsen and Werner,2020,60+,1
Alexander PLC,2020,60+,2
Alexander PLC,2021,60+,2
Alexander PLC,2022,18-25,1
Alexander Pena and Haley,2020,36-45,1
Alexander Randall and Strong,2020,60+,1
Alexander Richmond and Lutz,2021,60+,1
Alexander Ritter and Clayton,2022,46-60,1
Alexander Rojas and Velasquez,2020,60+,1
Alexander Rubio and Cochran,2021,26-35,1
Alexander Ruiz and Shepherd,2021,36-45,1
Alexander Sparks and Acevedo,2021,46-60,1
Alexander Weeks and Burnett,2021,60+,1
Alexander and Sons,2020,60+,3
Alexander and Sons,2021,18-25,1
Alexander and Sons,2022,60+,1
Alexander-Baker,2020,46-60,1
Alexander-Barry,2021,60+,1
Alexander-Brandt,2020,60+,1
Alexander-Bryant,2020,60+,1
Alexander-Bryant,2021,46-60,1
Alexander-Buck,2020,36-45,1
Alexander-Castillo,2022,26-35,1
Alexander-Christian,2021,60+,1
Alexander-Cole,2020,46-60,1
Alexander-Coleman,2020,60+,1
Alexander-Cross,2020,18-25,1
Alexander-Curtis,2021,26-35,1
Alexander-Davenport,2020,26-35,1
Alexander-Frazier,2021,60+,1
Alexander-Gill,2021,12-17,1
Alexander-Gray,2021,60+,1
Alexander-Hatfield,2020,60+,1
Alexander-Holland,2021,60+,1
Alexander-Huber,2021,60+,1
Alexander-Jones,2022,60+,1
Alexander-Kemp,2020,60+,1
Alexander-Larson,2021,26-35,1
Alexander-Li,2020,18-25,1
Alexander-Lopez,2020,46-60,1
Alexander-Mays,2021,60+,1
Alexander-Mcdaniel,2021,18-25,1
Alexander-Mckay,2021,12-17,1
Alexander-Mosley,2020,46-60,1
Alexander-Moss,2022,60+,1
Alexander-Mullins,2020,60+,1
Alexander-Osborn,2021,12-17,1
Alexander-Pace,2021,60+,1
Alexander-Parker,2020,60+,1
Alexander-Price,2022,60+,1
Alexander-Rollins,2021,60+,1
Alexander-Rosario,2020,60+,1
Alexander-Roy,2020,60+,1
Alexander-Sellers,2021,36-45,1
Alexander-Sharp,2021,12-17,1
Alexander-Welch,2020,60+,1
Ali Anderson and Keller,2020,46-60,1
Ali Barton and Santiago,2022,60+,1
Ali Carlson and Mathews,2021,60+,1
Ali Chambers and Jensen,2022,46-60,1
Ali Chase and Romero,2020,60+,1
Ali Contreras and Stevens,2020,18-25,1
Ali Downs and Byrd,2021,60+,1
Ali Duncan and Morales,2020,60+,1
Ali Farley and Patton,2022,46-60,1
Ali Group,2020,60+,1
Ali Group,2021,36-45,1
Ali Hammond and Lester,2020,60+,2
Ali Henderson and Pennington,2020,46-60,1
Ali Inc,2020,60+,2
Ali Inc,2021,60+,1
Ali Inc,2022,12-17,1
Ali Key and Cuevas,2022,60+,1
Ali Knox and May,2020,46-60,1
Ali Knox and Roth,2020,60+,1
Ali LLC,2020,36-45,1
Ali LLC,2021,60+,2
Ali LLC,2022,46-60,1
Ali Ltd,2020,60+,2
Ali Meadows and Hayes,2022,36-45,1
Ali Melendez and Hurley,2021,60+,1
Ali Mendez and Jarvis,2021,46-60,1
Ali Morris and Savage,2020,46-60,1
Ali Newman and Todd,2020,60+,1
Ali PLC,2020,60+,3
Ali PLC,2021,46-60,2
Ali PLC,2022,60+,1
Ali Ray and Novak,2020,26-35,1
Ali Riley and Kennedy,2021,60+,1
Ali Sloan and Cowan,2021,36-45,1
Ali Sparks and Reese,2020,60+,2
Ali Sutton and Terrell,2020,36-45,1
Ali Wiley and Rowland,2022,60+,1
Ali Wilkerson and Leblanc,2020,18-25,1
Ali Wood and Frank,2020,60+,3
Ali Woodward and Woodard,2021,46-60,1
Ali and Sons,2020,60+,1
Ali and Sons,2021,18-25,1
Ali-Alvarado,2020,60+,1
Ali-Bowen,2020,60+,1
Ali-Brooks,2021,60+,1
Ali-Chen,2020,26-35,1
Ali-Cohen,2021,36-45,1
Ali-Estes,2021,60+,1
Ali-Ferguson,2022,60+,1
Ali-Gamble,2021,26-35,1
Ali-Golden,2020,18-25,1
Ali-Gregory,2020,60+,1
Ali-Hawkins,2021,60+,1
Ali-Hurley,2021,60+,1
Ali-Leblanc,2021,12-17,1
Ali-Mack,2021,60+,1
Ali-Mcgrath,2021,18-25,1
Ali-Mckinney,2021,60+,1
Ali-Meyer,2021,26-35,1
Ali-Mora,2022,60+,1
Ali-Neal,2021,36-45,1
Ali-Perkins,2021,46-60,1
Ali-Pope,2020,60+,1
Ali-Proctor,2020,60+,1
Ali-Sanders,2021,46-60,1
Ali-Silva,2021,60+,1
Ali-Stephens,2020,60+,1
Ali-Valenzuela,2021,46-60,1
Ali-Winters,2020,18-25,1
Allen Barajas and Arnold,2020,26-35,1
Allen Barker and Doyle,2020,12-17,1
Allen Beasley and Young,2022,36-45,1
Allen Cabrera and Allen,2021,36-45,1
Allen Cantu and Sellers,2020,60+,1
Allen Chung and Riley,2021,26-35,1
Allen Cole and Lyons,2020,46-60,1
Allen Conley and Barnes,2020,60+,1
Allen Crosby and Massey,2021,60+,1
Allen Duke and Luna,2020,60+,1
Allen Glenn and Keith,2021,60+,1
Allen Graham and Boone,2020,36-45,1
Allen Gray and Nash,2020,60+,1
Allen Grimes and Fry,2021,46-60,1
Allen Group,2020,60+,1
Allen Group,2021,46-60,1
Allen Group,2022,60+,1
Allen Guzman and Baker,2020,60+,1
Allen Hoffman and Estrada,2020,60+,1
Allen Inc,2020,60+,3
Allen Jarvis and Smith,2020,60+,1
Allen Jimenez and Riley,2020,60+,1
Allen Kirk and Arellano,2021,46-60,1
Allen LLC,2020,46-60,1
Allen LLC,2021,60+,2
Allen LLC,2022,26-35,1
Allen Lester and Mcneil,2020,46-60,1
Allen Ltd,2020,46-60,1
Allen Ltd,2021,18-25,1
Allen Ltd,2022,46-60,1
Allen Mathews and Burke,2020,18-25,1
Allen Mckay and Mullen,2022,18-25,1
Allen Mendez and Moody,2021,60+,1
Allen Nichols and Lara,2021,60+,1
Allen PLC,2020,60+,2
Allen PLC,2021,46-60,2
Allen Phelps and Kim,2022,60+,1
Allen Porter and Galvan,2022,36-45,1
Allen Shepherd and White,2020,60+,1
Allen Walter and Gomez,2020,26-35,1
Allen Whitney and Bush,2021,60+,1
Allen Wolfe and Montgomery,2021,60+,1
Allen Woods and Mccarty,2020,26-35,1
Allen and Sons,2020,36-45,1
Allen and Sons,2021,60+,2
Allen and Sons,2022,12-17,1
Allen-Andersen,2022,46-60,1
Allen-Beasley,2021,18-25,1
Allen-Beltran,2020,60+,2
Allen-Blankenship,2020,60+,1
Allen-Boyle,2021,60+,1
Allen-Bryan,2020,46-60,1
Allen-Bullock,2020,60+,1
Allen-Cantrell,2021,60+,2
Allen-Carpenter,2021,12-17,1
Allen-Coffey,2021,60+,1
Allen-Davila,2020,60+,1
Allen-Dickson,2021,60+,1
Allen-Duke,2020,60+,1
Allen-Flynn,2022,18-25,1
Allen-Fry,2020,60+,1
Allen-Gibbs,2021,26-35,1
Allen-Hays,2021,60+,1
Allen-Hensley,2021,60+,1
Allen-Horton,2020,46-60,1
Allen-Howell,2020,60+,1
